review,rating,day,month,year
"suite à ma commande , le service client m'a demandé la référence de mon téléphone pour éviter une erreur de modéle . j'ai trouvé ça trés bien .trés rapide dans la préparation  et l'envoi lui-même ; commande faite en fin de semaine je l'ai reçue le lundi suivant.article conforme .je recommande youchiz.",5,18,mars,2021
merci pour m'avoir contacté afin se corriger ma commande initiale.  votre référence était la bonne merci pour votre expertise.,5,18,mars,2021
très rapide et conforme,5,17,mars,2021
"frais de livraison facture plus de 5 euros pour un chronopost 48 hj ai averti le service client que si le délai des 48 h était dépassé, je souhaitais annulé la commande, la personne en ligne m a confirmé que je recevrai le colis dans les tempsproduit commande le mardi, livre le samedi, soit 96 h plus tard : aucun respect du client et des cgv",1,17,mars,2021
"après consultation sur internet, le produit reçu correspond exactement à ceque j'attendais.délai de livraison court.",5,16,mars,2021
produit conforme au modèle présenté,5,16,mars,2021
"bien, avec une livraison correcte...",5,15,mars,2021
pour une première commande je suis très satisfaite pour une livraison gratuite en 24 heures,5,15,mars,2021
efficacité et rapidité. super!!,5,15,mars,2021
marchandise conforme à la commande et livrée très rapidement.,5,14,mars,2021
bon suivi de ma commande avec confirmation du produit avant l'envoi.délai de livraison ok,5,14,mars,2021
"envoi rapide , produit conforme et beau , j’aime beaucoup .",5,14,mars,2021
"produit conforme à mon attente, donc très bon et livraison rapide",5,14,mars,2021
très rapide et de bonne qualité,5,14,mars,2021
rien à remarquer,4,13,mars,2021
tres bon suivi clientele,5,13,mars,2021
"site parfait, échange réalisé immédiatement.",5,12,mars,2021
toujours satisfaite des produits commandés. j'ai vraiment apprécié qu'on me rappelle pour vérifier ma commande avant l'envoi afin d'éviter des erreurs,5,12,mars,2021
de grosses anomalies faisant douter d un site de piratage demande de renseignements avec une adresse invalide puis un no de téléphone qui ne répond pas j ai réagi en opposant ma carte bancaire ce qui m a fait perdre 5 jours précieux a fuir absolument,1,12,mars,2021
livraison dans les temps modèle conforme à ma commande et contant de la qualité du produit.,5,10,mars,2021
correspond parfaitement à la commande.merci du soin apporté à la correspondance entre la coque et l'appareil,5,12,mars,2021
service rapide et fluide,5,12,mars,2021
"très professionnel.. on m’a contactée par mail, et par téléphone (comme je n’avais pas vu le mail), afin de vérifier ensemble que ma commande était la bonne par rapport au modèle ancien ipad pro. envoi rapide. article de bonne qualité.",5,11,mars,2021
"service rapide, rien à rajouter. je suis très satisfaite du service et du produit merci",5,11,mars,2021
"suite à ma commande ,j'ai eu appel pour précision ,afin que l'article commandé soit compatible ,j'ai apprécié car ainsi il n'y a pas de déconvenue nécessitant un retour.c'est signe de sérieux et de professionnalisme.merci",5,11,mars,2021
"jusqu’a ce jour je suis très contente de vos produits.le seul souci c’est que ça n’est pas tjours facile de choisir le modèle correspondant à notre appareil.heureusement, vous envoyez un mess. pour éviter des retours inutiles et contrariants. mais je vous ai écrit 2 messages pour me renseigner et je vous ai tel...après le mess, ça raccroche. impossible de vous avoir au tel.bref, au final, ça s’arrange, mais ce serait plus simple d’avoir une réponse a nos mails et non nous renvoyer à votre site. ça on le fait avant de vous demander de l’aide. franchement pour une novice comme moi, ça ne veut rien dire ce qu’il y a sur votre déroulé de çhoix. par contre vous noter le numéro derrière notre ipad (par exemple) oui!!!! bien à vous",4,10,mars,2021
envoi rapide et soigné. produit conforme à la description et de très bonne qualité. je suis très satisfaite,5,10,mars,2021
produit conforme au besoin et à la description. livraison rapide.,5,10,mars,2021
"envoyé rapidement, conforme a la état indiqué.",5,18,mars,2021
"aspirateur très maniable, lèger,il me satisfait tout à fait , bon rapport qualitè prix.j'en suis très contente.",4,18,mars,2021
"beau produit, livraison rapide et soignée",5,16,mars,2021
"comme d'habitude, livraison très rapide, et l'article de bonne qualité, comme à chaque fois je suis satisfait  de demarq online.",5,15,mars,2021
excellente boutique ! rapide et conforme  a l achat.,5,15,mars,2021
prix satisfaisant et livraison tres rapide,5,15,mars,2021
produit très très bien livraison rapideje recommande,5,14,mars,2021
aucun des 3/4 articles que j'ai commandé ne fonctionnaient !!,1,13,mars,2021
expérience tres satisfaisante. produit expédié et receptionné sous 24 h.bravo,5,13,mars,2021
"bonjour, j'ai reçu mon réfrigérateur rapidement, mais malheureusement il y avait un défaut... heureusement le service sav et commercial on mis tous en œuvre pour récupérer l'ancien frigo et ainsi m'envoyer un nouveau. merci à eux car c'était ma première commande et j'ai eu peur de mettre fait berné ",5,12,mars,2021
j'ai eu un souci sur la livraison qui a été réglé très efficacement par le service client! j'ai bien reçu ma commande qui était conforme à mes attentes.,5,12,mars,2021
le service client a su répondre efficacement à ma demande.,5,12,mars,2021
"livraison très rapide. commande faite à 5h30 du matin, réception du produit en point relais le lendemain midi.juste le carton qui avait un coin déchiré, produit en très bon état.deuxième commande chez demarq-online.com, deuxième satisfaction.",5,26,février,2021
site sérieux. envoi rapide. prdoduits tétaf ok !,5,12,mars,2021
"commande hier matin, arrivée cet après-midi. colis bien préparé.  rapide efficace. super contente.",5,12,mars,2021
tout est parfait,5,11,mars,2021
toujours des produits moins chers et de qualité .,5,11,mars,2021
produit correspondant à mes attentes et à prix intéressant,5,10,mars,2021
produits de marque pas cher livraison rapide ça fait quelques années que j’achète chez demarq toujours satisfait.,5,10,mars,2021
"une commande d'un aspirateur robot rowenta. tout s'est très bien passé, de la commande à la livraison. au top",5,10,mars,2021
je suis très satisfaite des produits commandés :conformes à ma commande.service clientèle réactif et contact facile et sympathique.je recommande ce site où les produits de marque sont à des prix accessibles.,5,1,mars,2021
malgré un article reçu défectueux le remplacement a été rapide et efficace. merci,5,8,mars,2021
"rien à redire:livraison rapide, produit conforme.",5,4,mars,2021
"suite à mon message du 26/02/2021, il me paraît nécessaire d'ajouter que demarq online a après cela rapidement pris contact avec moi et m'a communiqué les courriers électroniques échangés avec chronopost. il en ressort que demarq online est effectivement intervenue auprès de chronopost à propos de cette livraison et que les difficultés rencontrées sont dues aux relations entre les points relais et chronopost ainsi qu'à une communication défaillante de chronopost, tant envers les destinataires des colis, qu'en interne entre ses propres services.par ailleurs, demarq online a fait en sorte que je sois dédommagé des désagréments de cette mésaventure et je constate ainsi que cette entreprise se soucie réellement de la satisfaction de ses clients. en conséquence, je lui conserve toute ma confiance.",5,3,mars,2021
commande rapide et impeccable,5,3,mars,2021
personnels désagréable ! vous répond à coter ou sans tape..... je passe mon je vais ailleurs pffff,2,2,mars,2021
"très bon site, expédition rapide, livraison en point relais.je suis très satisfaite, de la plaque vitrocéramique à un prix défiant toute concurrence car cela faisait plusieurs semaines, que je chercher une marque à un prix avantageux.je suis enchanté.aucun souci, avec la facture, un numéro de téléphone il fournit en cas de problème.je recommande vivement.",5,1,mars,2021
bon suivi de commande et retrait sur place pratique,4,1,mars,2021
vite et bien recu..bien emballé..ras,5,1,mars,2021
"oui ça va, envoi rapide, produit conforme, etc. merci",5,28,février,2021
"le produit est conforme à la commande et le prix était très attractif, mais la livraison a été une véritable catastrophe. elle devait être effectuée dans un point relais à proximité de mon domicile mais le suivi du colis sur internet a révélé un blocage de la marchandise dans une agence chronopost située à plus de 40 km de chez moi. aucune alerte, aucun message d'explication. au bout de 6 jours d'immobilisation, j'appelle le service client de chronopost. on m'indique que les dépôts relais n'acceptent pas les colis pesant plus de 5 kg et on m'invite à choisir entre une livraison à domicile (à convenir avec demarq online) ou récupérer par mes propres moyens la marchandise dans l'agence où elle est bloquée. je me décide pour la seconde solution qui me paraît plus sûre et plus rapide. on m'assure qu'un message de confirmation suivra. j'informe le service client de demarq online qui s'offusque de la réponse de chronopost et dit vouloir intervenir. je  demande à ce que la marchandise reste dans l'agence où elle se trouve. on me promet là aussi une confirmation par mail. ne pouvant me rendre immédiatement dans l'agence chronopost concernée, j'essaie de la joindre pour m'assurer que le colis s'y trouvera toujours quand j'irai le chercher. j'appelle le numéro indiqué dans les pages jaunes. il est différent de celui du service client mais c'est quand même le service client qui me répond. on me dit de ne pas m'inquiéter, que la marchandise restera le temps nécessaire dans l'agence et qu'un message me sera envoyé pour me le préciser. ni chronopost ni demarq online ne m'ont adressé le moindre message pour me tenir informé des aléas de la livraison ! et bien entendu quand j'ai voulu récupérer mon colis, il n'était pas dans l'agence de chronopost où on m'avait assuré qu'il serait mais dans le dépôt d'un sous-traitant situé... dans la ville où j'habite ! j'ai donc dû faire 100km aller-retour uniquement pour savoir où se trouvait ma marchandise !la malheureuse employée de chronopost qui a été témoin de ma colère n'a pu que m'expliquer que c'était ""normal"" parce que le service client de chronopost n'était pas au courant des modalités de travail de l'agence et ne connaissait pas ses sous-traitants !j'ai finalement réussi à récupérer mon colis, dans un endroit improbable, très difficile à trouver car aucune signalisation n'a été mise en place. un gros effort d'information et de coordination paraît indispensable et urgent.",3,26,février,2021
"tout s'est bien déroulé de la commande à la livraison, je recommande",5,26,février,2021
"expédition rapide et gratuite en point relais, produit neuf original, à prix discount, parfait!",5,26,février,2021
"toujours très satisfaite,c’est toujours très rapide.",5,26,février,2021
je ne suis jamais déçu.,5,26,février,2021
"parfait !  facilité de commande , rapidité d'expédition et de livraison",5,25,février,2021
vendeur très sérieux je repasserai commande sans soucis,5,25,février,2021
"four au topcommande passée sur internet et rapidité parfaite. par contre le point de retrait. bémol ++on ne m a pas aidé pour mettre le four (42 kg noté sur le bon de livraison) dans ma voiture car on m'a répondu "" on n à plus le droit de sortir à cause du covid.""je trouve cela non justifié si j avais quelques années de plus j'aurai laissé clairement mon four la bas pour le remerciement.",3,25,février,2021
produit de très bonne qualité,5,24,février,2021
rapide efficace et bons prix,5,24,février,2021
"site très facile d'utilisation, des réponses et livraisons rapides.",5,18,mars,2021
rapidité et prix,5,16,mars,2021
produit conforme et vite livré,5,15,mars,2021
je suis très satisfait du service rendu par domomat. livraison rapide et efficace.,5,15,mars,2021
"miroir commandé mardi midi, livré le lendemain matin.",5,13,mars,2021
"commande et livraison rapide .produits conformes ,prix compétitif . aucun problème pour une 1ere cde",5,12,mars,2021
carton arrivé en bon état et dans le délai. à priori rien ne manque. vmc pas encore posé mais déjà utilisé pour un autre logement et fonctionne très bien.,5,12,mars,2021
ok badge reçu en 1 semaine,4,9,mars,2021
produit et livraison conformes à mes attentes.,5,8,mars,2021
"très bonne prestations,  livraison conforme aux conditions énoncé. sav reactif et facilement joignable.",4,18,février,2021
livré rapidement. très sérieux. je conseille.,5,6,mars,2021
livraison rapide et conforme,5,6,mars,2021
"rapport/qualité  excellente, livraison rapide. je recommande.",5,6,mars,2021
le produit commandé était en rupture d’approvisionnement mais après un simple appel donomat a pu m’en envoyer un stocké dans leur atelier. je l’ai donc eu à temps pour faire mes travaux.,4,24,février,2021
produits conformes à la commande et réception dans les délais,5,5,mars,2021
"prix attractif, rapidité d'expédition, très bonne communication, réactivité du service client. fournisseur à garder et a conseiller.",5,12,février,2021
"entreprise choisie pour le rapport qualité / prix ,de l'article dont j'avais besoin .avec une bonne description sur le site web,disponibilité, livraison rapide. parfait",5,3,mars,2021
"très satisfaite de la gestion de ma commande, tant au niveau des renseignements sur le matériel, que des délais de livraison et de la qualité du transporteur. je recommande cette entreprise.",5,2,mars,2021
"toujours pas livre apres 5 semaines d'attente au lieu de 1 à 2 soit disant.......bravo pour le service car en tant que professionnel, je suis obligé de faire patienter mes locataires...aucun service client, aucun appel pour tenir informé des délais et aucune explication...",1,28,février,2021
"très satisfait du produit, je le connais depuis 9 ans",5,15,février,2021
produits correspondants à mes attentes et envoi rapide,5,,,
"parfait, j'avais besoin d'une pièce très rapidement, une heure après ma commande, elle était en cours de livraison ! merci pour votre réactivité !!",5,,,
ras et rapide,5,,,
les prix sont abordables délai de livraison respectés,5,,,
livraison conforme et rapide,5,,,
"très bien, produits comme livraison",5,,,
aucun souci. a tester à la saison,5,,,
très contente de ma commande comme toujours. je recommande,5,,,
livraison rapide et à la date prévue.merci,5,,,
"super produit,au top,livré en deux jours. je recommande.bravo votre équipe.",5,,,
très rapide colis reçu lendemain,5,,,
super réactif !! livraison faite au lendemain de ma commande,5,,,
"très bonne relation commerciale, et également prix très concurrentiel et delai de livraison très rapide-clt",5,,,
"rapide , conforme.",5,,,
"excellent tres rapide et réactif, par contre le nom de l'expediteur n'est pas domomat quand le colis arrive, donc cela prête a confusion,",4,,,
"bonjour, produit reçu très rapidement, conforme à la commande, très, très bien emballé dans double carton + bulle, rapport qualité / prix: imbattable, mis en place en 15' + joint silicone; ne pas hésiter à acheter sur ce site.",5,,,
très bien produit livré en temps et en heure,5,,,
très rapide et conforme,5,,,
"des conseillers au top , d exellents judicieux conseils",5,,,
délai de livraison non respectéils évoquent un déménagement récent!!!et aussi c'est la faute de la poste!!!ils n'y sont pour rien !!!sauf que pour encaisser ils sont làc'est la première et dernière fois que je serai client de ce site,1,,,
très bien.achat d'une tv en réapprovisionnement. livraison très rapide une fois que la tv est disponible.,5,21,mars,2021
livraison dans le délai annoncé. le livreur a porté l'appareil jusqu'à notre logement. nous sommes très satisfaits,5,20,mars,2021
"rapidité, prix très compétitif, livraison correspondant parfaitement à la commande et livrée avant le délai annoncé, livreur parfait qui m’a aidé jusqu’à mon domicile, etc...",5,20,mars,2021
"nous sommes satisfaits de notre hotte elica sweet malgré le retard de livraison. en revanche, impossible de trouver la rehausse pour qu'elle touche le plafond et cache la prise visible sans celle-ci...c'est dommage...",4,20,mars,2021
"excellent , meilleur prix , livraison supra rapide . vraiment un site sérieux , on peut les contacter par téléphone, très réactif . je vous remercie",5,20,février,2021
matériel neuflivraison rapide et livreurs très sympathiques,5,19,mars,2021
"prix défiants toute concurrence.produits de qualité.service client top niveau.livraison dans les délais.rien à redire, je vous conseille vivement ce site.",5,22,février,2021
"malgré un problème à la production, je souligne la réactivité de privanet35.toute question a eu une réponse. livraison dans les temps. et problème réglé rapidement",5,19,mars,2021
"très bien, super produit, expédition dans les temps",5,19,mars,2021
meilleur prix trouvé chez privanet sur une tv lg. la télé est arrivé en bon état et dans les délais annoncés. je recommande privanet !,5,19,mars,2021
je suis pleinement satisfaite de la hotte elica que j'ai achetée avec les conseils de vos services qui m'ont réservé un très bon accueil,5,19,mars,2021
"service client au top, livraison rapide",5,18,mars,2021
tout à été ok:acceuil. livraison rapide. prix très compétitif. je recommande cette société.,5,17,février,2021
"parfait! expédition super rapide, produit très bien emballé, tout est nickel!",5,17,mars,2021
"livraison rapide et soignée, service client efficace et agréableje recommande !",5,17,mars,2021
"super site, une société au top, un super accueil téléphonique, et rapidité de l'envoi du produit ! je recommande vivement.",5,17,mars,2021
livraison rapide et commande conforme. je recommande,5,17,mars,2021
livré rapidement.prix très compétitif.,5,17,mars,2021
livraison rapide,5,3,mars,2021
"très bien; livraison rapide, je recommande ce site.",4,16,mars,2021
"trés bonne expérience sur ce site. achat conforme d'un réfrigérateur, suivi efficace et livraison rapide suis trés satisfait.",5,16,mars,2021
première commande parfaite. commande reçue dans les délais.suivi transporteur assuré par hot line siteproduit conforme et livré en main propre état impeccableprix produit très compétitif deuxième commandes en cours.,5,15,mars,2021
"commande très bien assurée, côté livraison et produit impeccable..très satisfait du produit. merci..",5,15,mars,2021
les conditions de la livraison n'étaient pas assez explicites. le livreur a fait quelques efforts pour descendre quelques marches avec l'article commandé.heureusement que j'ai pu compter sur l'aide de celui venu récupérer mon ancien congélateur afin d'amener le nouveau congélateur dans la pièce prévue.,3,10,mars,2021
commande facile à passer. prix très correct. choix pour le règlement. et article reçu hyper rapidement. site recommandé!,5,14,mars,2021
simple et efficace,5,14,mars,2021
"colis bien reçu, produit au top et vraiment un super bon prix !les délais était long pour la réception de mon ampli, mais cela est dû à la pénurie des fabricants a cause du covid. donc je suis super content d'avoir obtenu déjà un produit.",5,13,mars,2021
achat non finalisé suite casse tv par transporteur,2,13,mars,2021
très bon vendeurenvoi rapideconforme,5,13,mars,2021
très bien !!!!!!,5,13,mars,2021
des renseignements avant ma commande jusqu'à la livraison tout a été parfait. je recommande ce site.,5,11,février,2021
service téléphonique très sympathique et compétent. la commande à été livrée dans les temps. je recommande vivement.,5,13,mars,2021
des produits récents aux meilleurs prix.pas de fausses soldes.suivi de commande efficace.livraison au top.,5,12,mars,2021
livraison rapide tres bien emballé + que dans les temps,5,11,mars,2021
"excellent servicecommande passée pendant un épisode neigeux cet hiver, donc ma commande a prie du retard dans sa livraison, mais j'ai parfaitement été avisé de son déroulement.",5,11,mars,2021
commande passée avec un certaine appréhension car je ne connaissais pas le vendeur. validation de la commande rapide( un lundi soir)expédition le lendemain réception de ma commande le mercredi.donc très très rapide.communication et réactivité au top de privanet35. a recommander les yeux fermés. un chose est sûr je recommanderai a nouveau sur ce site. et en plus ils sont moins cherau top continué comme cela. il faut aussi savoir le dire quand tout ce passe bien.,5,15,février,2021
"première commande sur privanet35, contente de mon achat.site sérieux - livraison très rapide",5,10,mars,2021
tout ok dommage que personne ne répond au tel,5,10,mars,2021
produit conforme et livraison rapide.,5,10,mars,2021
"impeccable, livraison rapide.",5,10,mars,2021
livraison et produit correspondant parfaitement à mes attentes,5,21,mars,2021
top rapide et conforme,5,20,mars,2021
livraison ultra rapide. produits conformes aux descriptions.,5,20,mars,2021
commande livrée rapidement. bon emballage. tarif plus que raisonnable par rapport à la concurrence.réactivité du service après vente pour une question technique. je ne peux que recommander.,5,19,mars,2021
envoi rapide,5,17,mars,2021
bien reçu. produit conforme à la photo.livraison dans les délais.commande sans accroc! merci ,5,16,mars,2021
commande de 2 brosses à dents électriques arrivée rapidement et sans problème. rien à redire.,5,11,mars,2021
"bon produit, reçu bien emballé et dans les temps",5,15,mars,2021
livraison rapide article conforme à la description,5,15,mars,2021
bon achat.  rapport qualité/prix excellent. sauf la livraison... pas respecté le point  relais !,5,15,mars,2021
parfait - livraison colissimo impeccable et rapide -  ipad qui correspond parfaitement à ce que je recherchais ,5,15,mars,2021
"article commandé il y a 8 jours et toujours pas expédié. j'essaie depuis 2h de les appeler au téléphone, et pas de réponse, même pas un standard téléphonique.je commence à me demander si ce site n'est pas une arnaque...",1,15,mars,2021
super prixsuper site,5,15,mars,2021
très rapide super,5,14,mars,2021
aucun soucis.rien à redire. commandé une cafetière un dimanche et reçu le mercredi. le meilleur prix que j ai pu trouver ,5,7,mars,2021
"tres bien,recu rapidement",5,14,mars,2021
bonjour je suis trés contente de l'envoi de m'a commande.cordialement.,5,13,mars,2021
c'est ma troisième commande sur ce site et je suis toujours aussi satisfait.,5,12,mars,2021
"je ne connaissais pas tpup mais commande faite, j'ai été avisée du départ de mon article et de la date d'arrivée. tout s'est très bien passé. félicitations à tpup !",5,11,mars,2021
super livraison incroyablement rapide sa fait la deuxième fois ,5,10,mars,2021
au top pour tout,5,9,mars,2021
"excellent site ! j'ai trouvé mon bonheur et à un prix défiant toute concurrence, franchement très très contente :) expédition et livraison très rapide (commandé le lundi soir, expedié le mardi et reçu le mercredi). colis très bien emballé et protégé.je recommande !",5,1,mars,2021
rapide et soigné,5,8,mars,2021
"livraison comme prévue et demandée , bonne communication et prix intéressant",5,4,mars,2021
parfait livraison rapide !,5,7,mars,2021
attention manque de cotes sur les plans des produits. j'ai du retourner mes articles,4,7,mars,2021
bonjour j’attend encore mon remboursement de la première mensualité de mon téléphone apple 11pro 64 go commande numéro yvjyazkys depuis le 15/01/2020 sois disant rembourser sous 15 jours voudriez vous que je vous achète un calendrier après renseignements auprès de sofinco c’est bien à trup de me rembourser la première mensualité dans l’attente,1,6,mars,2021
tres bonne qualité et livraison au top,5,6,mars,2021
reception plus rapide que prévu ..et accueil tel parfait par rapport à des questions sur le produit . efficace seul le suivi de la poste est nul mais il n'y sont pour rien.,5,6,mars,2021
structure sérieuse en tout point ! je recommande vivement.,5,6,mars,2021
"livraison rapide, produit conforme",5,6,mars,2021
"article avec des traces , un élément à l’envers. et pas de réponse à mon dernier mail.",2,19,février,2021
"j'ai longuement hésité avant de commander ma friteuse chez tpup car je n'avais jamais entendu parler de cette entreprise. finalement, le prix imbattable du produit m'a décidée à me lancer. je n'ai absolument aucun regret, bien au contraire. le suivi de ma commande a été impeccable et la livraison rapide et soignée. je n'hésiterai plus à commander chez eux la prochaine fois.",5,3,mars,2021
article conforme !!! livraison éclair !!! a recommander +++++++++,5,3,mars,2021
"livraison rapide, parfait !",5,3,mars,2021
"pour la commande et la livraison c’était parfait. par contre l’article a des marques et un élément ne correspond pas à la photo de la boîte et il est à l’envers.  on dirait un article reconditionné. j’ai effectué une demande, on m’a dit que non mais on ne m’a rien proposé. je m’attendais au minima a un geste commercial.",3,27,février,2021
ras super produit,5,1,mars,2021
livraison dans les temps et conforme à la commande rien à dire,5,1,mars,2021
traitement de commande et expédition très rapide. nickel..,5,28,février,2021
livraison rapide. a recommander.,4,26,février,2021
boiter maintenancequalité excellente prix raisonnable la durée et très longue 7 mois en général,5,21,mars,2021
transaction conclue avec facilité. excellent vendeur. merci,5,20,mars,2021
excellent sous toutes les coutures.,5,20,mars,2021
livraison ultra rapide.matériel au top.je suis très satisfait,5,19,mars,2021
produit conforme à description. prix concurrentiel. livraison dans les temps.,5,19,mars,2021
"parfait, merci",5,19,mars,2021
tres professionnel excellent conseils et rapidité bravo,5,19,mars,2021
vendeur très sérieux,5,19,mars,2021
prix très compétitifs sur certains produits.livraison rapide de la commande.colis bien emballé.,5,19,mars,2021
"livraison incroyablement rapide, très bon matériel. au top !",5,18,mars,2021
parfait merci pose réalisée sans pb,5,18,mars,2021
"rapide, efficace et pas cher.",5,17,mars,2021
meilleur prix trouvé pour des toners d'imprimante laser. livraison rapide et dans de bonnes conditions.,5,17,mars,2021
"livraison rapide, produit conforme et aucun problème à signaler. je recommande !",5,17,mars,2021
"prix compétitifs, stocks réels donc délais de livraison toujours respectés.",5,17,mars,2021
"commande bien reçue, conforme et livrée bien emballée. le transporteur tnt a fait un effort pour me relivrer le samedi suite à une première tentative de livraison ratée (erreur interphone).",5,15,mars,2021
envoi rapideréception parfaitematériel de qualité,5,15,mars,2021
livraison très rapide. aucun problème,5,14,mars,2021
"comme toujours, site ergonomique simple et rapide.choix du livreur ultra rapide et pro. matériel multi-colis bien filmé, sur palette.",5,13,mars,2021
"moins cher que des "" grands sites"" et envoi rapide.bravo",5,13,mars,2021
tarifs très compétitifs. livraison très rapide. parfait,5,13,mars,2021
"très bonne communication, entreprise sérieuse.",5,13,mars,2021
"produit conforme, emballage parfait, livraison rapide accueil téléphone très bien et prix compétitif pour une première c’est réussi",5,12,mars,2021
bonne réactivité et bonne qualité de sav.produits disponibles rapidement.,4,12,mars,2021
"achat d'une imprimante multifonction laser couleur brother, le service client a répondu à mes questions via le tchat en ligne ainsi que par téléphone très cordialement, ils sont compétents et très aimables. je recommande chaudement cette société pour son sérieux et pour sa diligence à régler un petit problème de livraison qui ne leur était pas imputable !merci encore !",5,12,mars,2021
livraison trés rapide.contact avec technicien clair.bref rien à dire .parfait,5,11,mars,2021
très satisfaite de notre commande,5,11,mars,2021
rapide et efficace.,5,11,mars,2021
produit conforme a la description. livraison dans les temps.,5,4,mars,2021
"très bonne imprimante, rapide.",5,10,mars,2021
"désolé , mais c'est le transporteur qui devrait être noté !1 semaine de délais alors que la marchandise était en stock ! dommage, si je recommande quelque chose , je saurais que les délais ne sont pas respectés .",1,9,mars,2021
prix attractif et livraison rapide,5,7,mars,2021
rapidité de l'expéditionbonne qualité des produits,5,7,mars,2021
"nous sommes vraiment ravis de matériel informatique: rapidité, efficacité !service client au top.je recommande ce site.",5,6,mars,2021
correspond à la description,5,6,mars,2021
"premier achat sur le site, prix très attractif les moins cher sur le modèle recherché.possibilité de les joindre en tchat plutot pratique.possibilité d’avoir une alerte email pour les stocks de autre point fort !quant a la livraison, rien a dire ! livré en moins de 48h !parfait !",5,6,mars,2021
tout simplement les bests pour les imprimantes,5,5,mars,2021
achat et conseils téléphoniques top !,5,1,mars,2021
"les délais sont tenus, bien livrés dans les temps.si un produit venait à ne pas être disponible, on est prévenu de suite et la proposition d'un autre article est proposé.bref rien à redire, je ne peux que recommander et en plus quand j'ai comparé les articles sont moins chers chez eux..",5,5,mars,2021
parfait. je recommande...,5,5,mars,2021
